symbol,market,name,origin_name,origin_index,YahooPrice,YahooMarket,YahooPriceFile,GoogleDesc,GoogleDescFile
HLIT,NASDAQ,Harmonic Inc,HLIT,30706,YES,NASDAQ,price/NASDAQ/HLIT.csv,YES,desc/NASDAQ/HLIT.txt
HLND,OTCMKTS,Highlands Bankshares Inc,HLND,30716,No,,,YES,desc/OTCMKTS/HLND.txt
HLNE,NASDAQ,Hamilton Lane Inc,HLNE,30718,YES,NASDAQ,price/NASDAQ/HLNE.csv,YES,desc/NASDAQ/HLNE.txt
HLOI,OTCMKTS,Previsto International Holdings Inc,HLOI,30722,No,,,YES,desc/OTCMKTS/HLOI.txt
HLOUF,OTCMKTS,Halosource Inc,HLOUF,30723,No,,,YES,desc/OTCMKTS/HLOUF.txt
HLP.UN,TSE,HealthLease Properties Real Estate Inve,HLP.UN,30729,No,,,YES,desc/TSE/HLP.UN.txt
HLP.U,CVE,Mainstreet Health Investments Inc,HLP.U,30736,No,,,YES,desc/CVE/HLP.U.txt
HLP.U,TSE,MAINSTREET HEALTH INVESTMENTS INC,HLP.U,30736,No,,,No,
HLR.UN,TSE,Holloway Lodging Corp,HLR.UN,30744,No,,,YES,desc/TSE/HLR.UN.txt
HLC,TSE,HOLLOWAY LODGING CORPORATION,HLC,30746,YES,TO,price/TSE/HLC.TO.csv,No,
HLC,FRA,"HELLENIC CABLES EO 0,71",HLC,30746,No,,,No,
HLS.H,CVE,Hydralogic Systems Inc.,HLS.H,30749,No,,,YES,desc/CVE/HLS.H.txt
HLSSF,OTCMKTS,Home Loan Servicing Solutions Ltd,HLSSF,30751,No,,,YES,desc/OTCMKTS/HLSSF.txt
NRMH,OTCMKTS,Noram Capital Holdings Inc(NDA),NRMH,30778,No,,,YES,desc/OTCMKTS/NRMH.txt
HLXC,OTCMKTS,"Helionetics, Inc.",HLXC,30785,No,,,YES,desc/OTCMKTS/HLXC.txt
IHK,ASX,ISHMSHK CDI 1:1,IHK,30791,YES,AX,price/ASX/IHK.AX.csv,No,
IPSU,NASDAQ,Imperial Sugar Company,IPSU,30793,No,,,YES,desc/NASDAQ/IPSU.txt
HLYS,NASDAQ,"Heelys, Inc.",HLYS,30797,No,,,YES,desc/NASDAQ/HLYS.txt
HMBN,BMV,H & M HENNES & MAURITZ AB,HMBN,30820,No,,,No,
HMC,NYSE,Honda Motor Co Ltd (ADR),HMC,30823,YES,NYSE,price/NYSE/HMC.csv,YES,desc/NYSE/HMC.txt
HMC,ASX,HydroMet Corporation Pty Ltd,HMC,30823,YES,AX,price/ASX/HMC.AX.csv,YES,desc/ASX/HMC.txt
HMC,FRA,"HARMONIC DL-,001",HMC,30823,YES,F,price/FRA/HMC.F.csv,No,
HMC,BCBA,HONDA MOTOR CO CEDEAR EACH REP 1 ADR,HMC,30823,No,,,No,
ABCP,OTCMKTS,AmBase Corporation,ABCP,30838,No,,,YES,desc/OTCMKTS/ABCP.txt
HMFD,LON,HSBC ETFS PLC HSBC MSCI EM FAR EAST UCITS ETF $,HMFD,30848,YES,L,price/LON/HMFD.L.csv,No,
HMGN,OTCMKTS,"Hemagen Diagnostics, Inc.",HMGN,30860,No,,,YES,desc/OTCMKTS/HMGN.txt
HMH,NYSE,Helios Multi Sector High Income Fund Inc,HMH,30863,YES,NYSE,price/NYSE/HMH.csv,YES,desc/NYSE/HMH.txt
HMHC,NASDAQ,Houghton Mifflin Harcourt Co,HMHC,30870,YES,NASDAQ,price/NASDAQ/HMHC.csv,YES,desc/NASDAQ/HMHC.txt
HMIN,NASDAQ,Homeinns Hotel Group (ADR),HMIN,30877,YES,NASDAQ,price/NASDAQ/HMIN.csv,YES,desc/NASDAQ/HMIN.txt
HMLP,NYSE,Hoegh LNG Partners LP,HMLP,30903,YES,NYSE,price/NYSE/HMLP.csv,YES,desc/NYSE/HMLP.txt
HMNF,NASDAQ,"HMN Financial, Inc.",HMNF,30918,YES,NASDAQ,price/NASDAQ/HMNF.csv,YES,desc/NASDAQ/HMNF.txt
HMO,INDEXNYSEGIS,MORGAN STANLEY HEALTHCARE PAYORS INDEX,HMO,30920,No,,,No,
HMO,FRA,HINO MOTORS LTD,HMO,30920,YES,F,price/FRA/HMO.F.csv,No,
HMO,ASX,HearMeOut Ltd,HMO,30920,YES,AX,price/ASX/HMO.AX.csv,YES,desc/ASX/HMO.txt
XBKS,NASDAQ,Xenith Bankshares Inc,XBKS,30930,YES,NASDAQ,price/NASDAQ/XBKS.csv,YES,desc/NASDAQ/XBKS.txt
XBKS,INDEXSTOXX,STX GL1800 EEU MED.NR USD,XBKS,30930,No,,,No,
PRXZ,OTCMKTS,Paincare Hldg Inc,PRXZ,30942,No,,,YES,desc/OTCMKTS/PRXZ.txt
HMRLF,OTCMKTS,HOME RETAIL GROUP ORD GBP0.10,HMRLF,30946,No,,,No,
HMSB,ETR,HENNES + MAURITZ B SK-125,HMSB,30950,YES,DE,price/ETR/HMSB.DE.csv,No,
HMSB,FRA,HENNES + MAURITZ B SK-125,HMSB,30950,YES,F,price/FRA/HMSB.F.csv,No,
EFLI,OTCMKTS,Cell Tech International (OLD),EFLI,30953,No,,,YES,desc/OTCMKTS/EFLI.txt
OTROQ,OTCMKTS,1608557 Ontario Inc,OTROQ,30961,No,,,YES,desc/OTCMKTS/OTROQ.txt
POTP,JSE,"Brian Porter Ld 5,5%Pref",POTP,30964,No,,,No,
HMST,NASDAQ,HomeStreet Inc,HMST,30973,YES,NASDAQ,price/NASDAQ/HMST.csv,YES,desc/NASDAQ/HMST.txt
HMSY,NASDAQ,HMS Holdings Corp,HMSY,30980,YES,NASDAQ,price/NASDAQ/HMSY.csv,YES,desc/NASDAQ/HMSY.txt
HMTLY,OTCMKTS,HITACHI METALS ADR EA REP 10 ORD NPV,HMTLY,30989,No,,,No,
HMTV,NASDAQ,Hemisphere Media Group Inc,HMTV,30993,YES,NASDAQ,price/NASDAQ/HMTV.csv,YES,desc/NASDAQ/HMTV.txt
HTMXQ,OTCMKTS,XMH Corp 1,HTMXQ,31004,No,,,YES,desc/OTCMKTS/HTMXQ.txt
HMYR,LON,HSBC ETFS PLC HSBC MSCI MALAYSIA UCITS ETF,HMYR,31012,YES,L,price/LON/HMYR.L.csv,No,
HMYRQ,OTCMKTS,Heilig-Meyers Company,HMYRQ,31013,No,,,YES,desc/OTCMKTS/HMYRQ.txt
HMYD,LON,HSBC ETFS PLC HSBC MSCI MALAYSIA UCITS ETF $,HMYD,31014,YES,L,price/LON/HMYD.L.csv,No,
APSN,OTCMKTS,Applied Neurosolutions Inc,APSN,31020,No,,,YES,desc/OTCMKTS/APSN.txt
TLON,OTCBB,Talon Therapeutics Inc,TLON,31027,No,,,YES,desc/OTCBB/TLON.txt
HBNK,NASDAQ,"Hampden Bancorp, Inc.",HBNK,31037,No,,,YES,desc/NASDAQ/HBNK.txt
HARR,OTCMKTS,Harry & David Holdings Inc,HARR,31047,No,,,YES,desc/OTCMKTS/HARR.txt
HNFSA,OTCMKTS,Hanover Foods Corporation,HNFSA,31054,No,,,YES,desc/OTCMKTS/HNFSA.txt
HNNMY,OTCMKTS,HENNES & MAURITZ SPON ADR EA REP 0.2 ORD SHS,HNNMY,31082,No,,,No,
HVTA,LON,Heavitree Brewery PLC,HVTA,31085,YES,L,price/LON/HVTA.L.csv,YES,desc/LON/HVTA.txt
HINKY,OTCMKTS,Heineken N.V. (ADR),HINKY,31088,No,,,YES,desc/OTCMKTS/HINKY.txt
HEINY,OTCMKTS,HEINEKEN NV SPON ADR EACH REP 1/2 ORD,HEINY,31089,No,,,No,
HNP,NYSE,Huaneng Power International Inc (ADR),HNP,31093,YES,NYSE,price/NYSE/HNP.csv,YES,desc/NYSE/HNP.txt
HNM,FRA,"ORMAT TECHNOLOG. DL-,001",HNM,31096,YES,F,price/FRA/HNM.F.csv,No,
HNSN,NASDAQ,"Hansen Medical, Inc.",HNSN,31099,No,,,YES,desc/NASDAQ/HNSN.txt
HNT.UN,TSE,Huntingdon Capital Corp,HNT.UN,31101,No,,,YES,desc/TSE/HNT.UN.txt
HNW,NYSEMKT,Pioneer Diversified High Income Trust Pioneer D...,HNW,31105,No,,,No,
HSOA,FRA,HEALTHSOUTH CORP.,HSOA,31120,YES,F,price/FRA/HSOA.F.csv,No,
HGPI,OTCMKTS,"Horizon Group Properties, Inc.",HGPI,31121,No,,,YES,desc/OTCMKTS/HGPI.txt
CAFE,NYSEARCA,Barclays Bank Plc,CAFE,31122,No,,,No,
ENLU,OTCMKTS,Enerlume Energy Management Corp,ENLU,31124,No,,,YES,desc/OTCMKTS/ENLU.txt
HOMB,NASDAQ,Home Bancshares Inc,HOMB,31133,YES,NASDAQ,price/NASDAQ/HOMB.csv,YES,desc/NASDAQ/HOMB.txt
HOMB,LON,HOME RETAIL GROUP PLC ORD 10P (ASSD SAINSBURY M...,HOMB,31133,No,,,No,
HOFT,NASDAQ,Hooker Furniture Corporation,HOFT,31155,YES,NASDAQ,price/NASDAQ/HOFT.csv,YES,desc/NASDAQ/HOFT.txt
HKN,FRA,HIGHPOWER INT.NEW DL-0001,HKN,31160,YES,F,price/FRA/HKN.F.csv,No,
HKNI,OTCMKTS,"HKN, Inc.",HKNI,31161,No,,,YES,desc/OTCMKTS/HKNI.txt
HOWWY,OTCMKTS,Hopewell Holdings Ltd (ADR),HOWWY,31169,No,,,YES,desc/OTCMKTS/HOWWY.txt
WARFY,OTCMKTS,WHARF(HLDGS) ADR EA REP 2 ORD,WARFY,31187,No,,,No,
HOKUQ,OTCMKTS,Hoku Corporation,HOKUQ,31191,No,,,YES,desc/OTCMKTS/HOKUQ.txt
HOLX,NASDAQ,"Hologic, Inc.",HOLX,31201,YES,NASDAQ,price/NASDAQ/HOLX.csv,YES,desc/NASDAQ/HOLX.txt
HOLX,VIE,HOLOGIC INC,HOLX,31201,No,,,No,
HOUM,OTCMKTS,Gold Billion Group Holdings Ltd,HOUM,31226,No,,,YES,desc/OTCMKTS/HOUM.txt
GBGH,OTCMKTS,GOLD BILLION GROUP COM USD0.001,GBGH,31227,No,,,No,
HOMJF,OTCMKTS,HACI OMER SABANCI TRY1,HOMJF,31228,No,,,No,
HOMS,OTCMKTS,Timios National Corp,HOMS,31231,No,,,YES,desc/OTCMKTS/HOMS.txt
DHOXY,OTCMKTS,Desarrolladora Homex SAB de CV (ADR),DHOXY,31235,No,,,YES,desc/OTCMKTS/DHOXY.txt
HONE,NASDAQ,HarborOne Bancorp Inc,HONE,31248,YES,NASDAQ,price/NASDAQ/HONE.csv,YES,desc/NASDAQ/HONE.txt
HNI,NYSE,HNI Corp,HNI,31254,YES,NYSE,price/NYSE/HNI.csv,YES,desc/NYSE/HNI.txt
GWSV,OTCMKTS,"Glacier Water Services, Inc.",GWSV,31264,No,,,YES,desc/OTCMKTS/GWSV.txt
HOOB,OTCMKTS,"Holobeam, Inc.",HOOB,31268,No,,,YES,desc/OTCMKTS/HOOB.txt
HNV,FRA,DEVGEN N.V.,HNV,31288,No,,,No,
HOSTQ,OTCMKTS,"Arlington Hospitality, Inc.",HOSTQ,31316,No,,,YES,desc/OTCMKTS/HOSTQ.txt
POPM,OTCMKTS,"PopMail.com, Inc.",POPM,31338,No,,,YES,desc/OTCMKTS/POPM.txt
HOTR,NASDAQ,Chanticleer Holdings Inc,HOTR,31343,YES,NASDAQ,price/NASDAQ/HOTR.csv,YES,desc/NASDAQ/HOTR.txt
HOTT,NASDAQ,"Hot Topic, Inc.",HOTT,31349,No,,,YES,desc/NASDAQ/HOTT.txt
HOT.UN,TSE,American Hotel Income Properties REIT LP,HOT.UN,31363,No,,,YES,desc/TSE/HOT.UN.txt
HPJ,NASDAQ,Highpower International Inc,HPJ,31415,YES,NASDAQ,price/NASDAQ/HPJ.csv,YES,desc/NASDAQ/HPJ.txt
ALQA,NASDAQ,Alliqua Biomedical Inc,ALQA,31431,YES,NASDAQ,price/NASDAQ/ALQA.csv,YES,desc/NASDAQ/ALQA.txt
MPPCQ,OTCMKTS,MYPHOTOPIPE.COM IN COM STK USD0.01,MPPCQ,31436,No,,,No,
HPOL,NASDAQ,Nielsen Consumer Insights Inc,HPOL,31437,No,,,YES,desc/NASDAQ/HPOL.txt
CRLRQ,OTCMKTS,Crailar Technologies Inc,CRLRQ,31486,No,,,YES,desc/OTCMKTS/CRLRQ.txt
HPTG,OTCMKTS,Hydrophi Technologies Group Inc,HPTG,31489,No,,,YES,desc/OTCMKTS/HPTG.txt
HPTX,NASDAQ,Horizon Therapeutics Inc,HPTX,31490,No,,,YES,desc/NASDAQ/HPTX.txt
HPY,NYSE,"Heartland Payment Systems, Inc.",HPY,31497,No,,,YES,desc/NYSE/HPY.txt
HPY,CVE,Happy Creek Minerals Ltd.,HPY,31497,YES,V,price/CVE/HPY.V.csv,YES,desc/CVE/HPY.txt
HQS,FRA,"HIGHWOODS PROP. DL-,01",HQS,31501,YES,F,price/FRA/HQS.F.csv,No,
HQSM,OTCMKTS,"HQ Sustainable Maritime Industries, Inc.",HQSM,31502,No,,,YES,desc/OTCMKTS/HQSM.txt
HQY,NASDAQ,Healthequity Inc,HQY,31503,YES,NASDAQ,price/NASDAQ/HQY.csv,YES,desc/NASDAQ/HQY.txt
HR.UN,TSE,H&R Real Estate Investment Trust,HR.UN,31521,No,,,YES,desc/TSE/HR.UN.txt
KUTV,NASDAQ,Ku6 Media Co Ltd (ADR),KUTV,31525,No,,,YES,desc/NASDAQ/KUTV.txt
HRCT,OTCMKTS,The Hartcourt Companies Inc.,HRCT,31562,No,,,YES,desc/OTCMKTS/HRCT.txt
HRELF,OTCMKTS,Haier Electronics Group Co Ltd,HRELF,31602,No,,,YES,desc/OTCMKTS/HRELF.txt
NDRE,OTCMKTS,Nahdree Group Ltd.,NDRE,31606,No,,,YES,desc/OTCMKTS/NDRE.txt
HRH,CVE,Hillcrest Petroleum Ltd,HRH,31617,YES,V,price/CVE/HRH.V.csv,YES,desc/CVE/HRH.txt
HRH,FRA,CHINA OCEANWIDE HLDGS,HRH,31617,YES,F,price/FRA/HRH.F.csv,No,
HRK,CURRENCY,Croatian Kuna,HRK,31624,No,,,No,
HRLSQ,OTCMKTS,"Harold's Stores, Inc.",HRLSQ,31637,No,,,YES,desc/OTCMKTS/HRLSQ.txt
CDGT,OTCBB,China Digital Media Corp.,CDGT,31652,No,,,YES,desc/OTCBB/CDGT.txt
HRTB,OTCBB,Heartland Bancshares,HRTB,31692,No,,,YES,desc/OTCBB/HRTB.txt
HRTT,OTCMKTS,Heart Tronics Inc,HRTT,31698,No,,,YES,desc/OTCMKTS/HRTT.txt
BCNN,OTCMKTS,Balincan USA Inc,BCNN,31710,No,,,YES,desc/OTCMKTS/BCNN.txt
BCNN,ASX,BEACON MIN DEF,BCNN,31710,No,,,No,
HRZB,OTCMKTS,Horizon Financial Corp,HRZB,31724,No,,,YES,desc/OTCMKTS/HRZB.txt
EVSV,OTCMKTS,Enviro-Serv Inc,EVSV,31739,No,,,YES,desc/OTCMKTS/EVSV.txt
HRZN,NASDAQ,Horizon Technology Finance Corp,HRZN,31741,YES,NASDAQ,price/NASDAQ/HRZN.csv,YES,desc/NASDAQ/HRZN.txt
HSNGY,OTCMKTS,Hang Seng Bank Ltd. (ADR),HSNGY,31769,No,,,YES,desc/OTCMKTS/HSNGY.txt
HBCYF,OTCMKTS,HSBC HOLDINGS PLC ORD USD0.50(UK REG),HBCYF,31779,No,,,No,
HSDT,OTCMKTS,Helius Medical Technologies Inc,HSDT,31795,No,,,YES,desc/OTCMKTS/HSDT.txt
HSGX,NASDAQ,Histogenics Corp,HSGX,31805,YES,NASDAQ,price/NASDAQ/HSGX.csv,YES,desc/NASDAQ/HSGX.txt
HMSI,OTCMKTS,Home Security Int'l,HMSI,31815,No,,,YES,desc/OTCMKTS/HMSI.txt
HSIC,NASDAQ,"Henry Schein, Inc.",HSIC,31816,YES,NASDAQ,price/NASDAQ/HSIC.csv,YES,desc/NASDAQ/HSIC.txt
HSIC,VIE,HENRY SCHEIN INC,HSIC,31816,No,,,No,
HSII,NASDAQ,"Heidrick & Struggles International, Inc.",HSII,31825,YES,NASDAQ,price/NASDAQ/HSII.csv,YES,desc/NASDAQ/HSII.txt
HSKA,NASDAQ,Heska Corp,HSKA,31826,YES,NASDAQ,price/NASDAQ/HSKA.csv,YES,desc/NASDAQ/HSKA.txt
HSNGF,OTCMKTS,HANG SENG BANK NPV,HSNGF,31842,No,,,No,
HSNI,NASDAQ,"HSN, Inc.",HSNI,31844,YES,NASDAQ,price/NASDAQ/HSNI.csv,YES,desc/NASDAQ/HSNI.txt
HPS.A,TSE,Hammond Power Solutions Inc.,HPS.A,31850,No,,,YES,desc/TSE/HPS.A.txt
HSQVY,OTCMKTS,Husqvarna (ADR),HSQVY,31853,No,,,YES,desc/OTCMKTS/HSQVY.txt
HSTM,NASDAQ,"HealthStream, Inc.",HSTM,31869,YES,NASDAQ,price/NASDAQ/HSTM.csv,YES,desc/NASDAQ/HSTM.txt
AVNW,NASDAQ,Aviat Networks Inc,AVNW,31875,YES,NASDAQ,price/NASDAQ/AVNW.csv,YES,desc/NASDAQ/AVNW.txt
FRTD,OTCMKTS,Fortitude Group Inc,FRTD,31893,No,,,YES,desc/OTCMKTS/FRTD.txt
HSY,NYSE,Hershey Co,HSY,31905,YES,NYSE,price/NYSE/HSY.csv,YES,desc/NYSE/HSY.txt
HSY,FRA,HERSHEY CO. DL 1,HSY,31905,YES,F,price/FRA/HSY.F.csv,No,
SGZH,OTCMKTS,US China Mining Group Inc,SGZH,31919,No,,,YES,desc/OTCMKTS/SGZH.txt
HTBK,NASDAQ,Heritage Commerce Corp.,HTBK,31923,YES,NASDAQ,price/NASDAQ/HTBK.csv,YES,desc/NASDAQ/HTBK.txt
HTBX,NASDAQ,Heat Biologics Inc,HTBX,31924,YES,NASDAQ,price/NASDAQ/HTBX.csv,YES,desc/NASDAQ/HTBX.txt
HTBC,OTCBB,HILLTOP COMTY BCP NJ,HTBC,31931,No,,,No,
HTCH,NASDAQ,Hutchinson Technology Incorporated,HTCH,31941,No,,,YES,desc/NASDAQ/HTCH.txt
HTCO,OTCMKTS,HempTech Corp,HTCO,31942,No,,,YES,desc/OTCMKTS/HTCO.txt
ENVE,NASDAQ,Enventis Corp,ENVE,31943,No,,,YES,desc/NASDAQ/ENVE.txt
HTCXF,OTCMKTS,HTC CORPORATION TWD10,HTCXF,31947,No,,,No,
HTGC,NYSE,Hercules Capital Inc,HTGC,31973,YES,NYSE,price/NYSE/HTGC.csv,YES,desc/NYSE/HTGC.txt
HTGM,NASDAQ,HTG Molecular Diagnostics Inc,HTGM,31975,YES,NASDAQ,price/NASDAQ/HTGM.csv,YES,desc/NASDAQ/HTGM.txt
HTHT,NASDAQ,"China Lodging Group, Ltd (ADR)",HTHT,31982,YES,NASDAQ,price/NASDAQ/HTHT.csv,YES,desc/NASDAQ/HTHT.txt
HTLD,NASDAQ,"Heartland Express, Inc.",HTLD,31992,YES,NASDAQ,price/NASDAQ/HTLD.csv,YES,desc/NASDAQ/HTLD.txt
HTLF,NASDAQ,Heartland Financial USA Inc,HTLF,31995,YES,NASDAQ,price/NASDAQ/HTLF.csv,YES,desc/NASDAQ/HTLF.txt
HTPI,OTCMKTS,HOME THEATER PRODUCT,HTPI,32019,No,,,No,
HTR,NYSE,Brookfield Total Return Fund Inc,HTR,32021,YES,NYSE,price/NYSE/HTR.csv,YES,desc/NYSE/HTR.txt
HTR,CVE,Heatherdale Resources Ltd,HTR,32021,YES,V,price/CVE/HTR.V.csv,YES,desc/CVE/HTR.txt
HTR,FRA,"HUNTSMAN CORP. DL-,01",HTR,32021,YES,F,price/FRA/HTR.F.csv,No,
HTR,EPA,HSBC MSCI TURKEY,HTR,32021,YES,PA,price/EPA/HTR.PA.csv,No,
PNK,NASDAQ,Pinnacle Entertainment Inc,PNK,32031,YES,NASDAQ,price/NASDAQ/PNK.csv,YES,desc/NASDAQ/PNK.txt
PNK,FRA,"PIONEER NATURAL DL-,01",PNK,32031,YES,F,price/FRA/PNK.F.csv,No,
CBTT,OTCMKTS,China Bottles Inc,CBTT,32047,No,,,YES,desc/OTCMKTS/CBTT.txt
MGTI,OTCMKTS,MGT Capital Investments Inc.,MGTI,32054,No,,,YES,desc/OTCMKTS/MGTI.txt
HOI,FRA,HERITAGE OIL PLC,HOI,32055,No,,,No,
HEO,CVE,H2O Innovation Inc,HEO,32059,YES,V,price/CVE/HEO.V.csv,YES,desc/CVE/HEO.txt
HVLL,OTCMKTS,"Hartville Group, Inc.",HVLL,32063,No,,,YES,desc/OTCMKTS/HVLL.txt
HTWC,OTCMKTS,"Hometown Bancorp, Inc.",HTWC,32066,No,,,YES,desc/OTCMKTS/HTWC.txt
HTZ,NYSE,"Hertz Global Holdings, Inc",HTZ,32079,YES,NYSE,price/NYSE/HTZ.csv,No,
HTZ,BMV,"HERTZ GLOBAL HOLDINGS, INC.",HTZ,32079,No,,,No,
HDSN,NASDAQ,"Hudson Technologies, Inc.",HDSN,32084,YES,NASDAQ,price/NASDAQ/HDSN.csv,YES,desc/NASDAQ/HDSN.txt
HUBB,NYSE,Hubbell Incorporated,HUBB,32106,YES,NYSE,price/NYSE/HUBB.csv,YES,desc/NYSE/HUBB.txt
HUBG,NASDAQ,Hub Group Inc,HUBG,32110,YES,NASDAQ,price/NASDAQ/HUBG.csv,YES,desc/NASDAQ/HUBG.txt
HUBS,NYSE,HubSpot Inc,HUBS,32111,YES,NYSE,price/NYSE/HUBS.csv,YES,desc/NYSE/HUBS.txt
HUF,CURRENCY,Hungarian Forint,HUF,32119,No,,,No,
HUF,TSE,HORIZONS ACTIVE US FLOAT RATE BD ETF CAD,HUF,32119,YES,TO,price/TSE/HUF.TO.csv,No,
HUG,TSE,HORIZONS GOLD ETF,HUG,32142,YES,TO,price/TSE/HUG.TO.csv,No,
HOYFF,OTCMKTS,HUHTAMAKI OYJ NPV'I',HOYFF,32151,No,,,No,
CCALF,OTCMKTS,Sembcorp Utilities Netherlands NV,CCALF,32156,No,,,YES,desc/OTCMKTS/CCALF.txt
IFCNF,OTCMKTS,INFICON HOLDING AG CHF5 (REGD),IFCNF,32173,No,,,No,
CDOR,NASDAQ,"Condor Hospitality Trust, Inc.",CDOR,32180,YES,NASDAQ,price/NASDAQ/CDOR.csv,No,
HUNGF,OTCMKTS,HUANENG POWER INTL 'H'CNY1,HUNGF,32189,No,,,No,
HCOIQ,OTCMKTS,"Huntco, Inc.",HCOIQ,32196,No,,,YES,desc/OTCMKTS/HCOIQ.txt
HUPOF,OTCMKTS,HUB POWER CO GDR REPR 25 ORD PKR10 REG S,HUPOF,32199,No,,,No,
HURC,NASDAQ,"Hurco Companies, Inc.",HURC,32204,YES,NASDAQ,price/NASDAQ/HURC.csv,YES,desc/NASDAQ/HURC.txt
HURN,NASDAQ,Huron Consulting Group,HURN,32206,YES,NASDAQ,price/NASDAQ/HURN.csv,YES,desc/NASDAQ/HURN.txt
HUSQF,OTCMKTS,HUSQVARNA AB SER'B'NPV,HUSQF,32208,No,,,No,
HVRRY,OTCMKTS,Hannover Rueck SE (ADR),HVRRY,32226,No,,,YES,desc/OTCMKTS/HVRRY.txt
HLDCY,OTCMKTS,Henderson Land Development (ADR),HLDCY,32232,No,,,YES,desc/OTCMKTS/HLDCY.txt
AWEC,OTCMKTS,Ameriwest Energy Corp(NDA),AWEC,32240,No,,,YES,desc/OTCMKTS/AWEC.txt
HVU,TSE,Horizons BetPro S&P500 VIX Short Term,HVU,32241,YES,TO,price/TSE/HVU.TO.csv,YES,desc/TSE/HVU.txt
HWCC,NASDAQ,Houston Wire & Cable Company,HWCC,32253,YES,NASDAQ,price/NASDAQ/HWCC.csv,YES,desc/NASDAQ/HWCC.txt
HWEN,OTCMKTS,Home Financial Bancorp,HWEN,32259,No,,,YES,desc/OTCMKTS/HWEN.txt
HWFGQ,OTCMKTS,"Harrington West Financial Group, Inc.",HWFGQ,32265,No,,,YES,desc/OTCMKTS/HWFGQ.txt
HUWH,FRA,HUTCHISON WHAMP.HD-25ADR2,HUWH,32272,No,,,No,
HUWHY,OTCMKTS,Hutchison Whampoa Ltd. (ADR),HUWHY,32274,No,,,YES,desc/OTCMKTS/HUWHY.txt
HWKN,NASDAQ,"Hawkins, Inc.",HWKN,32286,YES,NASDAQ,price/NASDAQ/HWKN.csv,YES,desc/NASDAQ/HWKN.txt
HCOM,NASDAQ,Hawaiian Telcom HoldCo Inc,HCOM,32296,YES,NASDAQ,price/NASDAQ/HCOM.csv,YES,desc/NASDAQ/HCOM.txt
HWO,TSE,"High Arctic Energy Services, Inc.",HWO,32304,YES,TO,price/TSE/HWO.TO.csv,YES,desc/TSE/HWO.txt
HWO,INDEXNYSEGIS,COMPUTER HARDWARE INDEX FNL SETTLEMENT,HWO,32304,No,,,No,
HWO,FRA,HANFW.OBERACHERN -ST-,HWO,32304,No,,,No,
HPQ,NYSE,HP Inc,HPQ,32311,YES,NYSE,price/NYSE/HPQ.csv,YES,desc/NYSE/HPQ.txt
HPQ,CVE,HPQ Silicon Resources Inc,HPQ,32311,YES,V,price/CVE/HPQ.V.csv,YES,desc/CVE/HPQ.txt
HPQ,BCBA,HP INC CEDEAR EACH 5 REP 1 USD0.01,HPQ,32311,No,,,No,
HPQ,SWX,HP Inc.,HPQ,32311,No,,,No,
RMTD,OTCMKTS,Remote Dynamics Inc,RMTD,32340,No,,,YES,desc/OTCMKTS/RMTD.txt
HXBM,OTCMKTS,"Helix BioMedix, Inc.",HXBM,32348,No,,,YES,desc/OTCMKTS/HXBM.txt
HXGBF,OTCMKTS,HEXAGON AB SER'B'NPV,HXGBF,32349,No,,,No,
HXGCF,OTCMKTS,HEXAGON COMPOSITES NOK0.10,HXGCF,32354,No,,,No,
CCGY,OTCMKTS,China Clean Energy Inc.,CCGY,32367,No,,,YES,desc/OTCMKTS/CCGY.txt
HYB.UN,TSE,DDJ High Yield Fund,HYB.UN,32379,No,,,YES,desc/TSE/HYB.UN.txt
IDRA,NASDAQ,Idera Pharmaceuticals Inc,IDRA,32388,YES,NASDAQ,price/NASDAQ/IDRA.csv,YES,desc/NASDAQ/IDRA.txt
IDRA,LON,ISHARES IV PLC ISHARES S&P GSCI AGRICULTURE SWAP,IDRA,32388,No,,,No,
SCNY,LON,ETFS FOREIGN EXCHANGE LIMITED ETFS SHORT CNY LO...,SCNY,32402,YES,L,price/LON/SCNY.L.csv,No,
HYDGQ,OTCMKTS,HydroGen Corp.,HYDGQ,32407,No,,,YES,desc/OTCMKTS/HYDGQ.txt
HYDI,OTCMKTS,"Hydromer, Inc.",HYDI,32409,No,,,YES,desc/OTCMKTS/HYDI.txt
HYEG,OTCMKTS,Hydrogen Engine Center Inc,HYEG,32417,No,,,YES,desc/OTCMKTS/HYEG.txt
USEI,OTCMKTS,US Energy Initiatives Corp Inc,USEI,32421,No,,,YES,desc/OTCMKTS/USEI.txt
HYGS,NASDAQ,Hydrogenics Corporation (USA),HYGS,32427,YES,NASDAQ,price/NASDAQ/HYGS.csv,YES,desc/NASDAQ/HYGS.txt
HY,NYSE,Hyster-Yale Materials Handling Inc,HY,32469,YES,NYSE,price/NYSE/HY.csv,YES,desc/NYSE/HY.txt
SLRW,OTCMKTS,Solarbrook Water and Power Corp,SLRW,32482,No,,,YES,desc/OTCMKTS/SLRW.txt
HYSNY,OTCMKTS,Hysan Development Company Limited (ADR),HYSNY,32489,No,,,YES,desc/OTCMKTS/HYSNY.txt
HYSYF,OTCMKTS,HYDRALOGIC SYSTEMS COM NPV,HYSYF,32500,No,,,No,
HYV,NYSE,BlackRock Corporate High Yield Fund V In,HYV,32517,No,,,YES,desc/NYSE/HYV.txt
